start_time_dt,avg_cpu,avg_mem,start_time
2019-05-01 00:00:00+00:00,0.0,0.0,600000000
2019-05-01 00:05:00+00:00,0.0,0.02699092627667487,900000000
2019-05-01 00:10:00+00:00,0.0,0.014404480338108155,1200000000
2019-05-01 00:15:00+00:00,0.0,0.010419537469835432,1500000000
2019-05-01 00:20:00+00:00,0.0,0.0,1800000000
2019-05-01 00:25:00+00:00,0.0,0.008553535420198592,2100000000
2019-05-01 00:30:00+00:00,0.0,0.0,2400000000
2019-05-01 00:35:00+00:00,0.0,0.004097146004353815,2700000000
2019-05-01 00:40:00+00:00,0.0,0.0,3000000000
2019-05-01 00:45:00+00:00,0.0,0.030325769011120284,3300000000
2019-05-01 00:50:00+00:00,0.09384282385104051,0.024900961228987405,3600000000
2019-05-01 00:55:00+00:00,0.03478688616621796,0.0455178082899474,3900000000
2019-05-01 01:00:00+00:00,0.0,0.000778316560346606,4200000000
2019-05-01 01:05:00+00:00,0.0,0.0,4500000000
2019-05-01 01:10:00+00:00,0.0,0.0033400584339147664,4800000000
2019-05-01 01:15:00+00:00,0.0,0.014666960143563619,5100000000
2019-05-01 01:20:00+00:00,0.0,0.02733493473388794,5400000000
2019-05-01 01:25:00+00:00,0.0,0.006262860462670643,5700000000
2019-05-01 01:30:00+00:00,0.0,0.0,6000000000
2019-05-01 01:35:00+00:00,0.0,0.001112602475315771,6300000000
2019-05-01 01:40:00+00:00,0.0,0.03633586473324745,6600000000
2019-05-01 01:45:00+00:00,0.0,0.026953561710252483,6900000000
2019-05-01 01:50:00+00:00,0.0,0.018175269562487172,7200000000
2019-05-01 01:55:00+00:00,0.0,0.015913740402447734,7500000000
2019-05-01 02:00:00+00:00,0.0,0.013989001812130837,7800000000
2019-05-01 02:05:00+00:00,0.0,0.0231750966901974,8100000000
2019-05-01 02:10:00+00:00,0.0,0.0,8400000000
2019-05-01 02:15:00+00:00,0.0,0.0,8700000000
2019-05-01 02:20:00+00:00,0.0,0.0013800700147412277,9000000000
2019-05-01 02:25:00+00:00,0.0,0.0,9300000000
2019-05-01 02:30:00+00:00,0.0,0.0,9600000000
2019-05-01 02:35:00+00:00,0.020493446781802073,0.0,9900000000
2019-05-01 02:40:00+00:00,0.0,0.04970627849067372,10200000000
2019-05-01 02:45:00+00:00,0.0,0.0027224926815168837,10500000000
2019-05-01 02:50:00+00:00,0.006331519942767417,0.011037068692880214,10800000000
2019-05-01 02:55:00+00:00,0.0,0.0,11100000000
2019-05-01 03:00:00+00:00,0.0,0.0,11400000000
2019-05-01 03:05:00+00:00,0.0,0.0,11700000000
2019-05-01 03:10:00+00:00,0.0,0.028763911704174965,12000000000
2019-05-01 03:15:00+00:00,0.005577019119038804,0.010031720792953704,12300000000
2019-05-01 03:20:00+00:00,0.018906745702482887,0.023315949250377575,12600000000
2019-05-01 03:25:00+00:00,0.010108289240634984,0.020836294328422218,12900000000
2019-05-01 03:30:00+00:00,0.006956153334260449,0.0,13200000000
2019-05-01 03:35:00+00:00,0.005878701055899104,0.031286532313006814,13500000000
2019-05-01 03:40:00+00:00,0.0,0.0,13800000000
2019-05-01 03:45:00+00:00,0.0028925808791655065,0.029860195712750365,14100000000
2019-05-01 03:50:00+00:00,0.010831172217669553,0.015344746453308545,14400000000
2019-05-01 03:55:00+00:00,0.0439792335780779,0.0,14700000000
2019-05-01 04:00:00+00:00,0.032539032458035896,0.004563229742810836,15000000000
2019-05-01 04:05:00+00:00,0.0,0.0,15300000000
2019-05-01 04:10:00+00:00,0.037913831847085286,0.04601394176413534,15600000000
2019-05-01 04:15:00+00:00,0.02666338419215684,0.015503322099246082,15900000000
2019-05-01 04:20:00+00:00,0.02379104295499815,0.0,16200000000
2019-05-01 04:25:00+00:00,0.052557633409117906,0.039049517679863914,16500000000
2019-05-01 04:30:00+00:00,0.06396747559515556,0.02763720010932693,16800000000
2019-05-01 04:35:00+00:00,0.06502378552865762,0.009338154216528106,17100000000
2019-05-01 04:40:00+00:00,0.0326904058144747,0.05317356022805876,17400000000
2019-05-01 04:45:00+00:00,0.04639149935416813,0.02998061693443245,17700000000
2019-05-01 04:50:00+00:00,0.06232495425798589,0.03152634450852528,18000000000
2019-05-01 04:55:00+00:00,0.07835599488224282,0.039025101309625346,18300000000
2019-05-01 05:00:00+00:00,0.052426991811049414,0.0011906057034742033,18600000000
2019-05-01 05:05:00+00:00,0.06148115884001993,0.010797717312329765,18900000000
2019-05-01 05:10:00+00:00,0.04626846954027512,0.05345941742166674,19200000000
2019-05-01 05:15:00+00:00,0.04768731921596735,0.019134734133866026,19500000000
2019-05-01 05:20:00+00:00,0.09109217868673329,0.05509666123077724,19800000000
2019-05-01 05:25:00+00:00,0.10520907042070674,0.022238832728402554,20100000000
2019-05-01 05:30:00+00:00,0.07989753540205227,0.021576680525321246,20400000000
2019-05-01 05:35:00+00:00,0.10467118228560135,0.07499895976885586,20700000000
2019-05-01 05:40:00+00:00,0.09510380353324842,0.06461651732222572,21000000000
2019-05-01 05:45:00+00:00,0.07824546885670941,0.08201478528851196,21300000000
2019-05-01 05:50:00+00:00,0.10165722622759012,0.0878534623691786,21600000000
2019-05-01 05:55:00+00:00,0.12847460968524632,0.07247054636145132,21900000000
2019-05-01 06:00:00+00:00,0.10028347921780098,0.06962915882494601,22200000000
2019-05-01 06:05:00+00:00,0.13557899476035318,0.07501532799815043,22500000000
2019-05-01 06:10:00+00:00,0.055175783800783286,0.07420166665324295,22800000000
2019-05-01 06:15:00+00:00,0.12729018613869258,0.09935440560426353,23100000000
2019-05-01 06:20:00+00:00,0.1158698583324677,0.07291561681663564,23400000000
2019-05-01 06:25:00+00:00,0.1114193286629218,0.07085949289528011,23700000000
2019-05-01 06:30:00+00:00,0.1224974776970511,0.10239549236342682,24000000000
